Episode,Date,Guests (Himself/Herself - Role),References
2x08,2000-04-13,cgg5lqmj:Jonathan Ross (Himself - Host);2a1h4fcb:Julian Clary (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);qcn04i6k:Boy George (Himself);kb0jydxn:Charlotte Coleman (Herself);pd3rv75e:Esther McVey (Herself);jpegtqkd:Phil Daniels (Himself);,https://en.wikipedia.org/wiki/It's_Only_TV...but_I_Like_It
3x01,2001-02-23,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);7ad4ld0f:Lisa Rogers (Herself);n0vnij53:Nick Bateman (Himself);5mbiq6m2:Ainsley Harriott (Himself);85eqhjy7:Claire Sweeney (Herself);,https://www.youtube.com/watch?v=_7JyeHTAFRI
3x02,2001-03-02,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);xx8dgpf3:Valerie Singleton (Herself);89yyavw2:Richard Blackwood (Himself);60flfsj8:Gail Porter (Herself);qxu8lvxh:Graham Cole (Himself),https://www.youtube.com/watch?v=1PRUf1p28Gw
3x03,2001-03-09,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);itmpzxqy:Liz Smith (Herself);qgikc84j:Dermot O'Leary (Himself);zcbos8vv:Linda Barker (Herself);lle1yabg:Richard Whiteley (Himself);,https://www.youtube.com/watch?v=PvNuTNdYttk
3x04,2001-03-16,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);u9jjmpti:Patrick Kielty (Himself);lhv9t9jg:Keith Duffy (Himself);wuzxhhqe:Vanessa Feltz (Herself);mdg3q75l:Jeremy Spake (Himself);,https://en.wikipedia.org/wiki/It's_Only_TV...but_I_Like_It
3x05,2001-03-23,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);frvtpmkl:Ralf Little (Himself);yluwzeu8:Gaby Roslin (Herself);2g7mtbpy:Emma Noble (Herself);o7fyqsem:Rich Hall (Himself);,https://en.wikipedia.org/wiki/It's_Only_TV...but_I_Like_It
3x06,2001-03-30,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);083tggso:Jim Bowen (Himself);vwhaetmc:Philippa Forrester (Herself);j3gxmha3:Tricia Penrose (Herself);bbjlysaj:Fred MacAulay (Himself);,https://en.wikipedia.org/wiki/It's_Only_TV...but_I_Like_It
3x07,2001-04-13,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);0w13w4m6:Rowland Rivron (Himself);7vx3qihg:Linda Robson (Herself);tul04fhf:Doon Mackichan (Herself);lc93xu1n:Les Dennis (Himself);,https://en.wikipedia.org/wiki/It's_Only_TV...but_I_Like_It
3x08,2001-04-20,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);sh5pf2e1:Jilly Goolden (Herself);dub10lfq:Craig Doyle (Himself);bc3u96ne:Michelle Collins (Herself);j4x51a23:Laurence Llewelyn-Bowen (Himself);,https://www.youtube.com/watch?v=p_4hcuN91aA
4x01,2002-06-28,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);m9g7gwpq:Joe Mace (Himself);qeo0rxo6:Terry Wogan (Himself);5mbiq6m2:Ainsley Harriott (Himself);0pieout7:Jennie Bond (Herself);,https://www.youtube.com/watch?v=O8WtScxdcCE
4x02,2002-07-05,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);se5h3ktr:Ian McCaskill (Himself);bchqpuf7:Myleene Klass (Herself);sr0bucbj:Lucy Speed (Herself);89yyavw2:Richard Blackwood (Himself);,https://www.youtube.com/watch?v=TbXVJONFC4I
4x03,2002-07-12,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);qx0mniaw:Vernon Kay (Himself);ce9aaz87:Debra Stephenson (Herself);8ilhlljv:Angela Rippon (Herself);b93y6vnu:Jo Brand (Herself);,https://en.wikipedia.org/wiki/It's_Only_TV...but_I_Like_It
4x04,2002-07-19,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);n0n1ldfv:Barbara Windsor (Herself);a85hf6qe:Keith Harris (Himself);w0rwkp3a:Carol Smillie (Herself);vj70vg71:Adam Buxton (Himself);lbrk8da5:Joe Cornish (Himself);,https://en.wikipedia.org/wiki/It's_Only_TV...but_I_Like_It
4x05,2002-07-26,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);lqu3n4lu:Ed Byrne (Himself);ht8iu4qj:Angela Griffin (Herself);q868f0if:David Dickinson (Himself);0rmhavfj:Steven Pinder (Himself);,https://en.wikipedia.org/wiki/It's_Only_TV...but_I_Like_It
4x06,2002-08-02,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);zwdnmhyq:Tommy Cannon (Himself);qyglandk:Bobby Ball (Himself);76r85g0g:Gina Yashere (Herself);6ecnttaq:Patsy Palmer (Herself);wjjq9pp4:Stuart Hall (Himself);,https://en.wikipedia.org/wiki/It's_Only_TV...but_I_Like_It
4x07,2002-08-09,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);367wb1x0:Katy Hill (Herself);x5raxm1c:Roy Walker (Himself);vg9im0f8:Diarmuid Gavin (Himself);knd259la:Nicholas R. Bailey (Himself),https://en.wikipedia.org/wiki/It's_Only_TV...but_I_Like_It
4x08,2002-08-16,cgg5lqmj:Jonathan Ross (Himself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);2a1h4fcb:Julian Clary (Himself - Team Captain);ntwp6n8p:Janette Krankie (Himself);6c2vh5ll:Ian Tough (Himself);6w579r1n:Goldie (Himself);pz8jx4u9:Coleen Nolan (Herself);0ov42z95:Gary Beadle (Himself);,https://en.wikipedia.org/wiki/It's_Only_TV...but_I_Like_It
