Episode,Date,Guests (Himself/Herself - Role),References
1x01,2024-02-19,8bduf8ih:Frank Skinner (Himself - Host);ob8tp2nu:Simon Evans (Himself);evru4wjz:Jessica Fostekew (Herself);t78vjvqd:Amy Gledhill (Herself);ifylat4m:Ahir Shah (Himself),https://www.bbc.co.uk/programmes/m001wjgj
1x02,2024-02-26,8bduf8ih:Frank Skinner (Himself - Host);59gmixwl:Desiree Burch (Herself);ob8tp2nu:Simon Evans (Himself);4omd31xd:Kerry Godliman (Herself);luynjnx4:Andrew Maxwell (Himself),https://www.bbc.co.uk/programmes/m001wq3z
1x03,2024-03-04,8bduf8ih:Frank Skinner (Himself - Host);suxshpu3:Sara Barron (Herself);funl9xzs:Marcus Brigstocke (Himself);md12bh4k:Pierre Novellie (Himself);91mgdton:Laura Smyth (Herself),https://www.bbc.co.uk/programmes/m001wxrg
