Episode,Date,Guests (Himself/Herself - Role),References
20180613,2018-06-13,bgi2x608:Julia Baird (Herself - Host);bldfdpf9:Michael Bachelard (Himself);trvzfl6u:Marina Go (Herself);jztgauvg:James Pearson (Himself);pilp5jn0:Carolyn Quadrio (Herself),http://www.abc.net.au/news/2018-06-13/the-drum-wednesday-june-13/9866966
20180618,2018-06-18,5muby5j7:Ellen Fanning (Herself - Host);dtzro2jz:Kate Mills (Herself);25ur7ney:Peter Martin (Himself);67jbglot:Jackie Kelly (Herself),http://www.abc.net.au/news/2018-06-18/the-drum-monday-june-18/9883746
20180619,2018-06-19,5muby5j7:Ellen Fanning (Herself - Host);fnp3vyh1:Adam Carrel (Himself);926kf7sw:Jennifer Hewett (Herself);zxus5usv:Nyadol Nyuen (Herself);pv3xv5t8:Peter van Onselen (Himself),http://www.abc.net.au/news/2018-06-19/the-drum-tuesday-june-19/9887878
20180620,2018-06-20,5muby5j7:Ellen Fanning (Herself - Host);ffswmpwg:Katharine Murphy (Herself);v4walqtl:Jenna Price (Herself);nuos6cp7:Simon Cowan (Himself),http://www.abc.net.au/news/2018-06-20/the-drum-wednesday-june-20/9891828
20180621,2018-06-21,bgi2x608:Julia Baird (Herself - Host);k9m9wolb:Joe Williams (Himself);9tq8wl76:Josephine Sukkar (Herself);00ipcmj2:Bernard Keane (Himself),http://www.abc.net.au/news/2018-06-21/the-drum-thursday-june-14/9895312
20180622,2018-06-22,5muby5j7:Ellen Fanning (Herself - Host);j3iocqh7:Kerry Chikarovski (Herself);iak21r1q:Cassandra Goldie (Herself);g5qab0y5:Muriel Bamblett (Herself);300ka95s:Kylar Loussikian (Himself),http://www.abc.net.au/news/2018-06-22/the-drum-friday-june-22/9900614
20180626,2018-06-26,taybsq84:John Barron (Himself - Host);moha96ua:Josephine Cashman (Herself);ka1ug8ow:Katrina Hodgkinson (Herself);sd9wtp2i:Adam Creighton (Himself);p4ox9yao:Peter Lewis (Himself),http://www.abc.net.au/news/2018-06-26/the-drum-tuesday-june-26/9912400
20180627,2018-06-27,5muby5j7:Ellen Fanning (Herself - Host);6zkxrr9h:Bridie Jabour (Herself);o78jvhc3:Peter Hartcher (Himself);hdj42ams:Tim Soutphommasane (Himself),http://www.abc.net.au/news/2018-06-27/the-drum-monday-june-25/9917030
20180628,2018-06-28,bgi2x608:Julia Baird (Herself - Host);augxw0he:Shane Wright (Himself);fuze8q7l:Anne Henderson (Herself);c2ff53pi:Rebecca Davies (Herself);l64fi7eq:Erik Jensen (Himself),http://www.abc.net.au/news/2018-06-28/the-drum-wednesday-june-27/9919928
20180629,2018-06-29,bgi2x608:Julia Baird (Herself - Host);lh2rtw73:Dr Darren Saunders (Himself);6sykgrdl:James Morrow (Himself);wu0xexu3:Shalailah Medhora (Herself);hryfgao6:Tory Maguire (Herself),http://www.abc.net.au/news/2018-06-29/the-drum-friday-june-29/9926192
20180702,2018-07-02,bgi2x608:Julia Baird (Herself - Host);iyd842q3:Parnell McGuinness (Herself);s3w3bwye:Professor James Arvanitakis (Himself);ffswmpwg:Katharine Murphy (Herself);6mtx6azi:Amanda Young (Herself),http://www.abc.net.au/news/2018-07-02/the-drum-monday-july-2/9932698
20180703,2018-07-03,bgi2x608:Julia Baird (Herself - Host);msp9cxuu:Dee Madigan (Herself);h6hovfob:Stephen O'Doherty (Himself);w86sk5jz:Megan Motto (Herself);1c3807du:Karen Middleton (Herself),http://www.abc.net.au/news/2018-07-03/the-drum-tuesday-july-3/9936682
20180704,2018-07-04,bgi2x608:Julia Baird (Herself - Host);88zm45f5:Caroline Overington (Herself);lum9fmit:Avril Henry (Herself);suqu6u1r:Jacqui Lambie (Herself),http://www.abc.net.au/news/2018-07-04/the-drum-wednesday-july-4/9941164
20180705,2018-07-05,bgi2x608:Julia Baird (Herself - Host);eajoxg57:Deborah Snow (Herself);sd9wtp2i:Adam Creighton (Himself);hmakf9o7:Tasneem Chopra (Herself);deooabhe:Mara Bun (Herself),"http://www.abc.net.au/news/2018-07-05/the-drum---thursday,-july-5/9945964"
20180706,2018-07-06,bgi2x608:Julia Baird (Herself - Host);v4walqtl:Jenna Price (Herself);lgzji9r8:Geoffrey Winters (Himself);im85jfhi:Dr Sally Cockburn (Herself);qfsrpna1:Geeth Geeganage (Himself),http://www.abc.net.au/news/2018-07-06/the-drum-friday-july-6/9951458
20180709,2018-07-09,pv3xv5t8:Peter van Onselen (Himself - Host);xfyjc7jw:Bri Lee (Herself);ngq5x88w:Jane Caro (Herself);nuos6cp7:Simon Cowan (Himself);00ipcmj2:Bernard Keane (Himself),"http://www.abc.net.au/news/2018-07-09/the-drum---monday,-july-9/9960634"
20180710,2018-07-10,pv3xv5t8:Peter van Onselen (Himself - Host);ncywqnq5:Dr Caroline West (Herself);7ui5n9ie:Angela Vithoulkas (Herself);moha96ua:Josephine Cashman (Herself);rxmcyt23:Jamila Rizvi (Herself),"http://www.abc.net.au/news/2018-07-10/the-drum-tuesday,-july-10/9977152"
20180711,2018-07-11,pv3xv5t8:Peter van Onselen (Himself - Host);mvr3y7q3:Shannan Dodson (Herself);4c6f6wau:Dr Jackie Huggins (Herself);e4zkosus:Cheryl Axleby (Herself);jpsiyhp5:Banok Rind (Herself),http://www.abc.net.au/news/2018-07-11/the-drum-wednesday-july/9982358
20180712,2018-07-12,pv3xv5t8:Peter van Onselen (Himself - Host);uwzkxj77:Adrian Piccoli (Himself);t0hldzlg:Georgina Dent (Herself);0erl3c2d:Dr Bates Gill (Himself);awwilv0g:Shen Narayanasamy (Herself),http://www.abc.net.au/news/2018-07-12/the-drum-thursday-july-12/9987738
20180713,2018-07-13,pv3xv5t8:Peter van Onselen (Himself - Host);92n3pud6:Lisa Annese (Herself);14zt9ny6:Dr Norman Swan (Himself);36lesomd:Catherine McGregor (Herself);vmlxe5ip:Jack Latimore (Himself),http://www.abc.net.au/news/2018-07-13/the-drum-friday-july-13/9992650
20180716,2018-07-16,pv3xv5t8:Peter van Onselen (Himself - Host);6sykgrdl:James Morrow (Himself);bjfmk2n5:Silma Ihram (Herself);nwfqjmu4:Van Badham (Herself);dpguug78:Kate Carnell (Herself),http://www.abc.net.au/news/2018-07-16/the-drum-monday-july-16/10000634
20180717,2018-07-17,pv3xv5t8:Peter van Onselen (Himself - Host);dpd2qe1v:Katie Acheson (Herself);pceu1zm1:Chas Licciardello (Himself);5jz4brde:James Campbell (Himself);gctyoqrt:Suelette Dreyfus (Herself),http://www.abc.net.au/news/2018-07-17/the-drum-tuesday-july-17/10005204
20180718,2018-07-18,bgi2x608:Julia Baird (Herself - Host);5gt2fs03:Nicki Hutley (Herself);pioyn09i:Lucy Brogden (Herself);yif8oaev:Ian Hickie (Himself);r9ilqcoi:Malcolm Farr (Himself),http://www.abc.net.au/news/2018-07-18/the-drum-wednesday-july-18/10010244
20180719,2018-07-19,pv3xv5t8:Peter van Onselen (Himself - Host);n21h5lpy:Bhakthi Puvanenthiran (Herself);3gvxthgp:David Marr (Himself);b6e47hrf:Katherine O’Regan (Herself);7y4hhlx3:Gray Connolly (Himself),http://www.abc.net.au/news/2018-07-19/the-drum-thursday-july-19/10015214
20180720,2018-07-20,bgi2x608:Julia Baird (Herself - Host);uf0mucgi:Sunil Badami (Himself);n6ja8cdo:Robyn Parker (Herself);ocbbqh3a:Santilla Chingaipe (Herself);augxw0he:Shane Wright (Himself),http://www.abc.net.au/news/2018-07-20/the-drum-friday-july-20/10019384
20180723,2018-07-23,pv3xv5t8:Peter van Onselen (Himself - Host);trdplte0:Elaine Pearson (Herself);o78jvhc3:Peter Hartcher (Himself);6zrk0iyg:Warren Mundine (Himself);klz76f38:Primrose Riordan (Herself),http://www.abc.net.au/news/2018-07-23/the-drum-monday-july-23/10027096
20180724,2018-07-24,pv3xv5t8:Peter van Onselen (Himself - Host);fnp3vyh1:Adam Carrel (Himself);wfa2laum:Jane Stanton (Herself);iyd842q3:Parnell McGuinness (Herself);p4ox9yao:Peter Lewis (Himself),http://www.abc.net.au/news/2018-07-24/the-drum-tuesday-july-24/10031178
20180725,2018-07-25,bgi2x608:Julia Baird (Herself - Host);qqnafegr:Alice Workman (Herself);akune0s8:Aaron Patrick (Himself);lrkvbuxw:John Slater (Himself);dgpt8tdj:Jane Gilmore (Herself),http://www.abc.net.au/news/2018-07-25/the-drum-wednesday-july-25/10035988
20180726,2018-07-26,bgi2x608:Julia Baird (Herself - Host);ngfunr64:Geraldine Doogue (Herself);45voe501:Mark Kenny (Himself);fvj8mwtk:Saman Shad (Herself);7sftbsgm:Andrew Jaspan (Himself),http://www.abc.net.au/news/2018-07-26/the-drum-thursday-july-26/10040966
20180727,2018-07-27,pv3xv5t8:Peter van Onselen (Himself - Host);97bv4sxs:Jan Fran (Herself);2allljox:Denis Atkins (Himself);llo75v46:Amanda Vanstone (Herself);ucf133tn:Emma Dawson (Herself),http://www.abc.net.au/news/2018-07-27/the-drum-friday-july-27/10045400
20180730,2018-07-30,5muby5j7:Ellen Fanning (Herself - Host);rfkc9ntw:Kerryn Phelps (Herself);4zu9hs45:Patrick Condren (Himself);kb0sh3bz:Chris Jones (Himself);n21h5lpy:Bhakthi Puvanenthiran (Herself),http://www.abc.net.au/news/2018-07-30/the-drum-monday-july-30/10053468
