Episode,Date,Guests (Himself/Herself - Role),References
9x01,1974-09-30,bgdnurg6:Mary Peach (Herself);u85h96gp:Simon Williams (Himself);oncin0w0:Frank Muir (Himself - Team Captain);jrj4vgbo:Joanna Lumley (Herself);m04mxaqq:Miles Kington (Himself);ef7hwnn2:Robert Robinson (Himself - Host);wimq9t8v:Patrick Campbell (Himself - Team Captain);,http://genome.ch.bbc.co.uk/dd3adf0cbaaa4b758eb6bffe461ac28a
9x02,1974-10-07,oncin0w0:Frank Muir (Himself - Team Captain);jrj4vgbo:Joanna Lumley (Herself);m04mxaqq:Miles Kington (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);bgdnurg6:Mary Peach (Herself);u85h96gp:Simon Williams (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/91ecbee9c72048d8b119a89cbd9e7f2c
9x03,1974-10-14,wimq9t8v:Patrick Campbell (Himself - Team Captain);u2hxfkcd:Madeline Smith (Herself);pwzf0zck:Peter Sallis (Himself);oncin0w0:Frank Muir (Himself - Team Captain);ut9pyorr:Sheila Tracy (Herself);g9pssr6y:Charles Osborne (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/836b108f18ca4471bfd17109d5df0687
9x04,1974-10-21,oncin0w0:Frank Muir (Himself - Team Captain);ut9pyorr:Sheila Tracy (Herself);g9pssr6y:Charles Osborne (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);u2hxfkcd:Madeline Smith (Herself);pwzf0zck:Peter Sallis (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/01a3a1768f2047d28f3abda04ed4d816
9x05,1974-10-28,wimq9t8v:Patrick Campbell (Himself - Team Captain);zmq27kwx:Dawn Addams (Herself);x5ty7gxq:Lord Kearton (Himself);oncin0w0:Frank Muir (Himself - Team Captain);tgtk5w0k:Hilary Tindall (Herself);p8iil473:Robert Powell (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/8802e1eb9x826b2d4379d2fff3
9x06,1974-11-04,oncin0w0:Frank Muir (Himself - Team Captain);tgtk5w0k:Hilary Tindall (Herself);p8iil473:Robert Powell (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);zmq27kwx:Dawn Addams (Herself);x5ty7gxq:Lord Kearton (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/bb31f5f9211f456e98602b90e98a7841
9x07,1974-11-11,wimq9t8v:Patrick Campbell (Himself - Team Captain);0vqulkp3:Francesca Annis (Herself);r1xa64aa:Michael Jayston (Himself);oncin0w0:Frank Muir (Himself - Team Captain);hi7zigjw:Lady Harlech (Herself);miokof3i:Robin Knox-Johnston (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/d79cce9x9e8d83bde6ee626c1f
9x08,1974-11-18,oncin0w0:Frank Muir (Himself - Team Captain);hi7zigjw:Lady Harlech (Herself);miokof3i:Robin Knox-Johnston (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);0vqulkp3:Francesca Annis (Herself);r1xa64aa:Michael Jayston (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/8d980cfc67f7441e99dbdac9a6e1feca
9x09,1974-11-25,wimq9t8v:Patrick Campbell (Himself - Team Captain);0ti84j7v:Glenys Roberts (Herself);dxcfgjd8:Paul Daneman (Himself);oncin0w0:Frank Muir (Himself - Team Captain);m114mdiv:Hannah Gordon (Herself);2t7xmn6q:Barry Norman (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/2a8fda5b619c43de88897b9669051ad5
9x10,1974-12-02,oncin0w0:Frank Muir (Himself - Team Captain);m114mdiv:Hannah Gordon (Herself);2t7xmn6q:Barry Norman (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);0ti84j7v:Glenys Roberts (Herself);dxcfgjd8:Paul Daneman (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/f8b2f7fc9x9fdcb94375ec1333
9x11,1974-12-09,wimq9t8v:Patrick Campbell (Himself - Team Captain);ps9idda5:Suzanne Hall (Herself);kmxdgj22:Anthony Valentine (Himself);oncin0w0:Frank Muir (Himself - Team Captain);d0mtohp9:Gayle Hunnicutt (Herself);3ylrrod4:Peter Jay (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/5e0e2edf57a045b288a01f5bbdf18065
9x12,1974-12-16,oncin0w0:Frank Muir (Himself - Team Captain);d0mtohp9:Gayle Hunnicutt (Herself);3ylrrod4:Peter Jay (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);ps9idda5:Suzanne Hall (Herself);kmxdgj22:Anthony Valentine (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/f6fbc362db70455fba895cc307abe088
9x13,1974-12-23,wimq9t8v:Patrick Campbell (Himself - Team Captain);roi75cp2:Pauline Collins (Herself);w9jmydbc:Antony Hopkins (Himself);oncin0w0:Frank Muir (Himself - Team Captain);05t0l33m:The Marchioness of Tavistock (Herself);oad15rg5:Edward Fox (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/cd261117befd4fe1b7e2da8b35a1df51
9x14,1974-12-30,oncin0w0:Frank Muir (Himself - Team Captain);05t0l33m:The Marchioness of Tavistock (Herself);oad15rg5:Edward Fox (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);roi75cp2:Pauline Collins (Herself);w9jmydbc:Antony Hopkins (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/4306d2245c17404f974c59581f140f2c
9x15,1975-01-06,wimq9t8v:Patrick Campbell (Himself - Team Captain);5j78u9xm:Patricia Brake (Herself);94j2o7qv:William Franklyn (Himself);oncin0w0:Frank Muir (Himself - Team Captain);hwwd9gux:Geraldine McEwan (Herself);vc123to3:Ron Goodwin (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/fe16eacd4e544a80be8a756c6040c8bf
9x16,1975-01-13,oncin0w0:Frank Muir (Himself - Team Captain);hwwd9gux:Geraldine McEwan (Herself);vc123to3:Ron Goodwin (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);5j78u9xm:Patricia Brake (Herself);94j2o7qv:William Franklyn (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/0866c63049a94d58bb3c0f9x49
9x17,1975-01-20,wimq9t8v:Patrick Campbell (Himself - Team Captain);05t0l33m:The Marchioness of Tavistock (Herself);39o291k0:Arthur Lowe (Himself);oncin0w0:Frank Muir (Himself - Team Captain);bf5iqee5:Nina (Herself);lb3zqjpq:Barry Foster (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/6e2274ea984d481bab7d36d654aa20b4
9x18,1975-01-27,oncin0w0:Frank Muir (Himself - Team Captain);bf5iqee5:Nina (Herself);lb3zqjpq:Barry Foster (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);05t0l33m:The Marchioness of Tavistock (Herself);39o291k0:Arthur Lowe (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/648a0df245ab474bb55c74ddfabc4492
9x19,1975-02-03,wimq9t8v:Patrick Campbell (Himself - Team Captain);40j20eef:Joyce Hopkirk (Herself);mmgsynok:Harold Evans (Himself);oncin0w0:Frank Muir (Himself - Team Captain);s0o4np27:Gabrielle Drake (Herself);9ep34gxe:Michael Bates (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/f9x7cc4a17a8d4684a87791e82
9x20,1975-02-10,oncin0w0:Frank Muir (Himself - Team Captain);s0o4np27:Gabrielle Drake (Herself);9ep34gxe:Michael Bates (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);40j20eef:Joyce Hopkirk (Herself);mmgsynok:Harold Evans (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/0d0db514926d4d858c2695ca5c349271
9x21,1975-02-17,wimq9t8v:Patrick Campbell (Himself - Team Captain);xl8u2zq1:Meg Wynn Owen (Herself);cftzo6kz:Richard Last (Himself);oncin0w0:Frank Muir (Himself - Team Captain);7mwq5l6k:Frances Bennett (Herself);vvgcg1oo:Melvyn Bragg (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/58fc366386e34ffeba49ebe3382da3d4
9x22,1975-02-24,oncin0w0:Frank Muir (Himself - Team Captain);7mwq5l6k:Frances Bennett (Herself);vvgcg1oo:Melvyn Bragg (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);xl8u2zq1:Meg Wynn Owen (Herself);cftzo6kz:Richard Last (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/9x83f249b5b9x3aaaf17
9x23,1975-03-03,wimq9t8v:Patrick Campbell (Himself - Team Captain);htskyt25:Judy Geeson (Herself);nj6cvso0:Edward Woodward (Himself);oncin0w0:Frank Muir (Himself - Team Captain);m2pllc47:Joan Bakewell (Herself);ds67o4jl:Noel Edmonds (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/f560de8428f74ebf9300753b6b23f3eb
9x24,1975-03-13,oncin0w0:Frank Muir (Himself - Team Captain);m2pllc47:Joan Bakewell (Herself);ds67o4jl:Noel Edmonds (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);htskyt25:Judy Geeson (Herself);nj6cvso0:Edward Woodward (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/2638d81fd8bf4004be5cd28849ad02ac
9x25,1975-03-17,wimq9t8v:Patrick Campbell (Himself - Team Captain);3vqsxv5m:Alexandra Bastedo (Herself);11kv2b4z:Robin Nedwell (Himself);oncin0w0:Frank Muir (Himself - Team Captain);i61588e9:Gemma Jones (Herself);67vsv16g:Graham Hill (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/ffe959b51a6d4c34a9e025952f64f54e
9x26,1975-03-24,oncin0w0:Frank Muir (Himself - Team Captain);i61588e9:Gemma Jones (Herself);67vsv16g:Graham Hill (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);3vqsxv5m:Alexandra Bastedo (Herself);11kv2b4z:Robin Nedwell (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/cf3af4cc569a4a4297b06e62002e3b4c
10x01,1976-04-29,oncin0w0:Frank Muir (Himself - Team Captain);c3j9mk0l:Pauline Yates (Herself);l6viw353:Donald Churchill (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);jrj4vgbo:Joanna Lumley (Herself);x5ty7gxq:Lord Kearton (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/1d20b6699e314d72b61e48865c3e92f8
10x02,1976-05-06,wimq9t8v:Patrick Campbell (Himself - Team Captain);jrj4vgbo:Joanna Lumley (Herself);x5ty7gxq:Lord Kearton (Himself);oncin0w0:Frank Muir (Himself - Team Captain);c3j9mk0l:Pauline Yates (Herself);l6viw353:Donald Churchill (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/642f515b10xae1d10xb3e7
10x03,1976-05-13,oncin0w0:Frank Muir (Himself - Team Captain);l0fz3g9y:Penelope Keith (Herself);9rom80ja:Joss Ackland (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);t6jczwg9:Felicity Kendal (Herself);53lwz1hs:Simon Ward (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/e3ba94700db04a58a92e2415d8620eca
10x04,1976-05-20,wimq9t8v:Patrick Campbell (Himself - Team Captain);t6jczwg9:Felicity Kendal (Herself);53lwz1hs:Simon Ward (Himself);oncin0w0:Frank Muir (Himself - Team Captain);l0fz3g9y:Penelope Keith (Herself);9rom80ja:Joss Ackland (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/4850c1c1f24342df84c1cbafe6c82d4f
10x05,1976-05-27,oncin0w0:Frank Muir (Himself - Team Captain);s0o4np27:Gabrielle Drake (Herself);y5doqdxl:Russell Harty (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);ra9zrc4l:Nanette Newman (Herself);3eln90v3:Patrick Mower (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/f15b78a2bdfd4c308233a02a4296dc52
10x06,1976-06-03,wimq9t8v:Patrick Campbell (Himself - Team Captain);ra9zrc4l:Nanette Newman (Herself);3eln90v3:Patrick Mower (Himself);oncin0w0:Frank Muir (Himself - Team Captain);s0o4np27:Gabrielle Drake (Herself);y5doqdxl:Russell Harty (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/67d7180fa5e248f09c0a952755a93fd6
10x07,1976-06-10,oncin0w0:Frank Muir (Himself - Team Captain);avxewlpz:Jilly Cooper (Herself);8cwciia4:Professor Quentin Bell (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);g8otg445:Lesley Ann Down (Herself);kmxdgj22:Anthony Valentine (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/242f3d39d91941c6a3c511c10xf
10x08,1976-06-17,wimq9t8v:Patrick Campbell (Himself - Team Captain);g8otg445:Lesley Ann Down (Herself);kmxdgj22:Anthony Valentine (Himself);oncin0w0:Frank Muir (Himself - Team Captain);avxewlpz:Jilly Cooper (Herself);8cwciia4:Professor Quentin Bell (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/49a79b5604dc4e8f80e7f8053cc713de
10x09,1976-06-24,oncin0w0:Frank Muir (Himself - Team Captain);trkqqxyl:Michele Brown (Herself);m04mxaqq:Miles Kington (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);5dwoo8nx:Joanna Dunham (Herself);nvsaxkn8:Tom Adams (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/4a6a322abdec474cbb166dc3b59911d4
10x10,1976-07-01,wimq9t8v:Patrick Campbell (Himself - Team Captain);5dwoo8nx:Joanna Dunham (Herself);nvsaxkn8:Tom Adams (Himself);oncin0w0:Frank Muir (Himself - Team Captain);trkqqxyl:Michele Brown (Herself);m04mxaqq:Miles Kington (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/38bb4b19a57244b9bf6255ee084a6286
10x11,1976-07-08,oncin0w0:Frank Muir (Himself - Team Captain);8tks1a4u:Maria Aitken (Herself);r6tajxsd:Professor Angus Wilson (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);622ta6xk:Dr Miriam Stoppard (Herself);8z9le298:Nigel Davenport (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/da09f10x8708b58299e44a62184
10x12,1976-07-15,wimq9t8v:Patrick Campbell (Himself - Team Captain);622ta6xk:Dr Miriam Stoppard (Herself);8z9le298:Nigel Davenport (Himself);oncin0w0:Frank Muir (Himself - Team Captain);8tks1a4u:Maria Aitken (Herself);r6tajxsd:Professor Angus Wilson (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/58e328494d604d37b8d0c0ef5a4c2572
10x13,1976-07-22,oncin0w0:Frank Muir (Himself - Team Captain);j16n220a:Jacky Gillott (Herself);5k5492r8:Alec McCowen (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);75ivhp8b:Lady Antonia Wardell (Herself);6glium8v:Michael Craig (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/bef7d4a10xc8cd4868d9e4b7717
10x14,1976-07-29,wimq9t8v:Patrick Campbell (Himself - Team Captain);75ivhp8b:Lady Antonia Wardell (Herself);6glium8v:Michael Craig (Himself);oncin0w0:Frank Muir (Himself - Team Captain);j16n220a:Jacky Gillott (Herself);5k5492r8:Alec McCowen (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/dc0f8a08bae24e93a198e17e33d00187
10x15,1976-08-05,oncin0w0:Frank Muir (Himself - Team Captain);8ilhlljv:Angela Rippon (Herself);v6koxi80:Tim Rice (Himself);wimq9t8v:Patrick Campbell (Himself - Team Captain);m114mdiv:Hannah Gordon (Herself);9l95ieqv:Charles Gray (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/3dcf88d198a049eb9e5f493d10x
10x16,1976-08-12,wimq9t8v:Patrick Campbell (Himself - Team Captain);m114mdiv:Hannah Gordon (Herself);9l95ieqv:Charles Gray (Himself);oncin0w0:Frank Muir (Himself - Team Captain);8ilhlljv:Angela Rippon (Herself);v6koxi80:Tim Rice (Himself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/7f48bd1b710f4dc99e3a5217b7755dcf
11x01,1977-04-29,oncin0w0:Frank Muir (Himself - Team Captain);y5doqdxl:Russell Harty (Himself);jrj4vgbo:Joanna Lumley (Herself);wimq9t8v:Patrick Campbell (Himself - Team Captain);odn7n35i:Bryan Forbes (Himself);ra9zrc4l:Nanette Newman (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/700124b2e1e645c7a90edab42c1c1ba2
11x02,1977-05-06,wimq9t8v:Patrick Campbell (Himself - Team Captain);odn7n35i:Bryan Forbes (Himself);ra9zrc4l:Nanette Newman (Herself);oncin0w0:Frank Muir (Himself - Team Captain);y5doqdxl:Russell Harty (Himself);jrj4vgbo:Joanna Lumley (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/28d621e634474c13ad86d6eade215209
11x03,1977-05-13,oncin0w0:Frank Muir (Himself - Team Captain);m04mxaqq:Miles Kington (Himself);l0fz3g9y:Penelope Keith (Herself);wimq9t8v:Patrick Campbell (Himself - Team Captain);ec5dqsuv:Ian Ogilvy (Himself);os9rn1sh:Sinead Cusaek (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/6400bc1943804c0d9c0815ee5ac0057f
11x04,1977-05-20,wimq9t8v:Patrick Campbell (Himself - Team Captain);ec5dqsuv:Ian Ogilvy (Himself);6l1q1esp:Sinead Cusack (Herself);oncin0w0:Frank Muir (Himself - Team Captain);m04mxaqq:Miles Kington (Himself);l0fz3g9y:Penelope Keith (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/e594c666fb884799b2218d71494ff70e
11x05,1977-05-27,oncin0w0:Frank Muir (Himself - Team Captain);2krdo89a:Alan Coren (Himself);s0o4np27:Gabrielle Drake (Herself);wimq9t8v:Patrick Campbell (Himself - Team Captain);mv7hs8xc:Tom Baker (Himself);vw86rfn8:Miriam Stoppard (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/0a16518ae3d447bfb5c18ed564d56180
11x06,1977-06-03,wimq9t8v:Patrick Campbell (Himself - Team Captain);mv7hs8xc:Tom Baker (Himself);vw86rfn8:Miriam Stoppard (Herself);oncin0w0:Frank Muir (Himself - Team Captain);2krdo89a:Alan Coren (Himself);s0o4np27:Gabrielle Drake (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/b7fbb6ee28f2478eb62dedb09084f99c
11x07,1977-06-10,oncin0w0:Frank Muir (Himself - Team Captain);or8i333m:Russell Davies (Himself);d0mtohp9:Gayle Hunnicutt (Herself);wimq9t8v:Patrick Campbell (Himself - Team Captain);2xggrpwq:Paul Eddington (Himself);mnryntao:Prunella Scales (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/ed0dd11x68f8c4cc6adfc2af8db
11x08,1977-06-17,wimq9t8v:Patrick Campbell (Himself - Team Captain);2xggrpwq:Paul Eddington (Himself);mnryntao:Prunella Scales (Herself);oncin0w0:Frank Muir (Himself - Team Captain);or8i333m:Russell Davies (Himself);d0mtohp9:Gayle Hunnicutt (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/7d7a5927fcc5409c94a4fd3083999afb
11x09,1977-06-24,oncin0w0:Frank Muir (Himself - Team Captain);3w6bbu13:Leslie Thomas (Himself);nudw0vz1:Gemma Craven (Herself);wimq9t8v:Patrick Campbell (Himself - Team Captain);rsd93cn6:Brian Blessed (Himself);59zt7h6g:Kate O'Mara (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/0f3778166bc94e35971c11x15d1
11x10,1977-07-01,wimq9t8v:Patrick Campbell (Himself - Team Captain);rsd93cn6:Brian Blessed (Himself);59zt7h6g:Kate O'Mara (Herself);oncin0w0:Frank Muir (Himself - Team Captain);3w6bbu13:Leslie Thomas (Himself);nudw0vz1:Gemma Craven (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/67b6ff8139124f77bdf9e3e73c7f5d3e
11x11,1977-07-08,oncin0w0:Frank Muir (Himself - Team Captain);2t7xmn6q:Barry Norman (Himself);i61588e9:Gemma Jones (Herself);wimq9t8v:Patrick Campbell (Himself - Team Captain);hchmvnrw:Dinsdale Landen (Himself);snurz0c1:Anouska Hempel (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/a5647ff2dd35460594fd97def32626c8
11x12,1977-07-15,wimq9t8v:Patrick Campbell (Himself - Team Captain);hchmvnrw:Dinsdale Landen (Himself);snurz0c1:Anouska Hempel (Herself);oncin0w0:Frank Muir (Himself - Team Captain);2t7xmn6q:Barry Norman (Himself);i61588e9:Gemma Jones (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/445ae2055fd846c11xdb08f97d0
11x13,1977-07-22,oncin0w0:Frank Muir (Himself - Team Captain);595z4p1l:Peter Brough (Himself);8ilhlljv:Angela Rippon (Herself);wimq9t8v:Patrick Campbell (Himself - Team Captain);0ne4ud1w:Jonathan Miller (Himself);ptfjvocs:Nerys Hughes (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/f2fe17ca222f4a9b947330c54a7873b5
11x14,1977-07-29,,http://genome.ch.bbc.co.uk/80be8d9dafd4419b8b11xa50f3c
11x15,1977-08-05,oncin0w0:Frank Muir (Himself - Team Captain);26b1hemq:Humphrey Burton (Himself);6ujlxw8e:Prunella Gee (Herself);wimq9t8v:Patrick Campbell (Himself - Team Captain);r7kdyr5q:Bryan Marshall (Himself);m114mdiv:Hannah Gordon (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/7cd6810fbded42858f14e2079ef0f83c
11x16,1977-08-12,wimq9t8v:Patrick Campbell (Himself - Team Captain);r7kdyr5q:Bryan Marshall (Himself);m114mdiv:Hannah Gordon (Herself);oncin0w0:Frank Muir (Himself - Team Captain);26b1hemq:Humphrey Burton (Himself);6ujlxw8e:Prunella Gee (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/c10081cd3e0b456e9a7b3b126489c204
12x01,1978-03-22,oncin0w0:Frank Muir (Himself - Team Captain);lvt9cuwj:James Loughran (Himself);vw86rfn8:Miriam Stoppard (Herself);wimq9t8v:Patrick Campbell (Himself - Team Captain);kmxdgj22:Anthony Valentine (Himself);bljwx93x:Wendy Allnutt (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/eb2523c958654e8d9a217d4a8119e8f2
12x02,1978-03-29,wimq9t8v:Patrick Campbell (Himself - Team Captain);kmxdgj22:Anthony Valentine (Himself);bljwx93x:Wendy Allnutt (Herself);oncin0w0:Frank Muir (Himself - Team Captain);lvt9cuwj:James Loughran (Himself);vw86rfn8:Miriam Stoppard (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/f3d73c6cf24d40c12xea1504bf4
12x03,1978-04-05,oncin0w0:Frank Muir (Himself - Team Captain);v6koxi80:Tim Rice (Himself);sx8uz7a4:Jenny Agutter (Herself);wimq9t8v:Patrick Campbell (Himself - Team Captain);0yyxvvhl:Nigel Dempster (Himself);6l1q1esp:Sinead Cusack (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/9e95e1588b1249f2807dc3082a32f222
12x04,1978-04-12,wimq9t8v:Patrick Campbell (Himself - Team Captain);0yyxvvhl:Nigel Dempster (Himself);6l1q1esp:Sinead Cusack (Herself);oncin0w0:Frank Muir (Himself - Team Captain);v6koxi80:Tim Rice (Himself);sx8uz7a4:Jenny Agutter (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/12147cc9efe540c2a73582e09b389b64
12x05,1978-04-19,oncin0w0:Frank Muir (Himself - Team Captain);ndsj6krb:Andre Previn (Himself);ban1a166:Tina Brown (Herself);wimq9t8v:Patrick Campbell (Himself - Team Captain);gwdygag5:Tom Conti (Himself);cjfqfqrv:Barbara Kellerman (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/70be1d7fe12x13a29f25c068ead
12x06,1978-04-26,wimq9t8v:Patrick Campbell (Himself - Team Captain);gwdygag5:Tom Conti (Himself);cjfqfqrv:Barbara Kellerman (Herself);oncin0w0:Frank Muir (Himself - Team Captain);ndsj6krb:Andre Previn (Himself);ban1a166:Tina Brown (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/5524b12x228b4855b305e2e77bf
12x07,1978-05-03,oncin0w0:Frank Muir (Himself - Team Captain);vxp5h2v5:Sir David Hunt (Himself);s0o4np27:Gabrielle Drake (Herself);wimq9t8v:Patrick Campbell (Himself - Team Captain);hm49r14r:Arthur Marshall (Himself);roi75cp2:Pauline Collins (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/e12x67e4807862dc462b0980844
12x08,1978-05-10,wimq9t8v:Patrick Campbell (Himself - Team Captain);hm49r14r:Arthur Marshall (Himself);roi75cp2:Pauline Collins (Herself);oncin0w0:Frank Muir (Himself - Team Captain);vxp5h2v5:Sir David Hunt (Himself);s0o4np27:Gabrielle Drake (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/9d6d0676ea1c45b698cb0a3c5f0ce739
12x09,1978-05-17,oncin0w0:Frank Muir (Himself - Team Captain);2t7xmn6q:Barry Norman (Himself);wmjclvm2:Kate Nelligan (Herself);wimq9t8v:Patrick Campbell (Himself - Team Captain);s0mfbpap:Richard Beckinsale (Himself);55nbbpcv:Sue Lawley (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/95b3eed22eb543dd8ab4cdf197f7b7ab
12x10,1978-06-07,wimq9t8v:Patrick Campbell (Himself - Team Captain);s0mfbpap:Richard Beckinsale (Himself);55nbbpcv:Sue Lawley (Herself);oncin0w0:Frank Muir (Himself - Team Captain);2t7xmn6q:Barry Norman (Himself);wmjclvm2:Kate Nelligan (Herself);ef7hwnn2:Robert Robinson (Himself - Host);,http://genome.ch.bbc.co.uk/844ea0d0f3c54536ac1be12xab7
