Episode,Date,Guests (Himself/Herself - Role),References
1x01,2016-05-31,bpkow9yl:Deborah Frances-White (Herself - Host);ewwqjcle:Nish Kumar (Himself);xtr0bhwa:Dan Schreiber (Himself);8o7s767y:Sarah Bennetto (Herself);b98nhowu:Abigoliah Schamaun (Herself),https://www.acast.com/globalpillage/1.1superstitionswithdanschreiber-nishkumar-sarahbennettoandabigoliahschamaun
