Episode,Date,Guests (Himself/Herself - Role),Reference
1x01,2016-01-04,Sue Perkins (Herself - Host);Richard Osman (Himself - Team Captain);Josh Widdicombe (Himself - Team Captain);Kate Williams (Herself);Stephen Mangan (Himself);Roisin Conaty (Herself);Rob Beckett (Himself),http://www.bbc.co.uk/programmes/b06vkcnl
1x02,2016-01-11,Sue Perkins (Herself - Host);Richard Osman (Himself - Team Captain);Josh Widdicombe (Himself - Team Captain);Hugh Dennis (Himself);Lucy Porter (Herself);Omid Djalili (Himself);Alice Roberts (Herself),http://www.bbc.co.uk/programmes/b06whg66
1x03,2016-01-18,Sue Perkins (Herself - Host);Richard Osman (Himself - Team Captain);Josh Widdicombe (Himself - Team Captain);Jessica Hynes (Herself);Suzannah Lipscomb (Herself);Romesh Ranganathan (Himself);Jennifer Saunders (Herself),http://www.bbc.co.uk/programmes/b06yjltv
1x04,2016-01-25,Sue Perkins (Herself - Host);Richard Osman (Himself - Team Captain);Josh Widdicombe (Himself - Team Captain);Danny Baker (Himself);Aisling Bea (Herself);Robert Webb (Himself);Kate Williams (Herself),http://www.bbc.co.uk/programmes/b06z5r74
1x05,2016-02-01,Sue Perkins (Herself - Host);Richard Osman (Himself - Team Captain);Josh Widdicombe (Himself - Team Captain);Ruth Goodman (Herself);Adil Ray (Himself);Jon Richardson (Himself);Holly Walsh (Herself),http://www.bbc.co.uk/programmes/b06zyh9l
