Episode,Date,Guests (Himself/Herself - Role),References
1x01,2014-01-17,s1i29exq:Iain Stirling (Himself - Host);x1h0j0xz:Chris Lawrence (Himself - Mr Smash);sulkj715:Stephanie Fulton (Herself - The Dog),
