Episode,Date,Guests (Himself/Herself - Role),References
1x01,2015-02-19,nlbhhrhx:Susan Calman (Herself - Host);sy2sdgn0:Dane Baptiste (Himself);c26v5h9k:Katherine Ryan (Herself);4lzawlf5:Aisling Bea (Herself);kn84ys1v:Elis James (Himself);,
1x02,2015-02-26,nlbhhrhx:Susan Calman (Herself - Host);26sqvuc5:Celia Pacquola (Herself);rwxhc32a:Joe Lycett (Himself);cr7ce9yy:Lloyd Langford (Himself);xlfikdcz:Holly Walsh (Herself);,
1x03,2015-03-05,nlbhhrhx:Susan Calman (Herself - Host);lcx9zc14:Miles Jupp (Himself);vvpc2276:Sara Cox (Herself);mkuo9ika:James Acaster (Himself);nban01ux:Jocelyn Jee Esien (Herself);,
1x04,2015-03-12,nlbhhrhx:Susan Calman (Herself - Host);qw17f42h:Lucy Beaumont (Herself);35eciypt:Richard Herring (Himself);4zu832hp:Alan Cochrane (Himself);1m692m9k:Nat Luurtsema (Herself);,
1x05,2015-03-19,nlbhhrhx:Susan Calman (Herself - Host);oxyl45br:Sarah Millican (Herself);12ao3g9k:Ricky Wilson (Himself);45nd42d5:Roisin Conaty (Herself);b5tvu0hk:Andrew O'Neill (Himself);,
1x06,2015-03-26,nlbhhrhx:Susan Calman (Herself - Host);vvpc2276:Sara Cox (Herself);kn84ys1v:Elis James (Himself);bik5fnyr:Isy Suttie (Herself);vy1onu55:Gary Delaney (Himself);,
