Episode,Date,Guests (Himself/Herself - Role),References
10x06,2002-02-11,4jbpxx5c:Ian 'H' Watkins (Himself);sjm7f9ij:Mark Owen (Himself);2189yodw:Alexander O'Neal (Himself);smdgmlbp:Nemone (Herself);dbiu4b8y:Sean Hughes (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
10x07,2002-02-18,x7w070j4:Tony Wilson (Himself);lala2l3q:Kate Thornton (Herself);ygty122t:Lisa Scott-Lee (Herself);t1g5imsm:Ben Miller (Himself);dbiu4b8y:Sean Hughes (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
10x08,2002-02-25,04gvw4o4:Paul Young (Himself);ugexc8pw:June Sarpong (Herself);vag73ro9:Dave Johns (Himself);2yref4uv:Christian Ingebrigtsen (Himself);dbiu4b8y:Sean Hughes (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
10x09,2002-03-04,qkqaoamt:Shaun Williamson (Himself);xdkm2n7q:Ian Stone (Himself);pz8jx4u9:Coleen Nolan (Herself);45i9j8dp:Bruce Dickinson (Himself);dbiu4b8y:Sean Hughes (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
10x10,2002-05-20,qeo0rxo6:Terry Wogan (Himself);d20rboi8:Sonia (Herself);eedadqgn:Johnny Logan (Himself);ednrsyr1:Cheryl Baker (Herself);dbiu4b8y:Sean Hughes (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
11x01,2002-09-23,7cfmed1k:Ben Shephard (Himself);or1mwpoj:Clare Grogan (Herself);j69q9kqo:Mark Goodier (Himself);kqnvrnk3:Jenny Frost (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
11x02,2002-09-30,z6cu5ma2:Marilyn (Himself);s7vptpe0:Robin Campbell (Himself);sxwwyc4c:Ali Campbell (Himself);yx2wm38l:Abz Love (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
11x03,2002-10-07,g843j5eh:Jason Perry (Himself);2kps9fky:Lorraine Pearson (Herself);yipahedd:Sean Lock (Himself);e3a6kkzt:Budgie (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
11x04,2002-10-14,adwy1gkx:Lauren Laverne (Herself);tz7to4m0:Stephen Frost (Himself);wvlp1qff:Sheila Ferguson (Herself);jra6s7my:Jimmy Cliff (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
11x05,2002-10-21,0nquveyc:Gay-Yee Westerhoff (Herself);9e3q4p9k:Mark Steel (Himself);ji4cyl5r:Ian McLagan (Himself);4yfnoz60:Billy Bragg (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
11x06,2002-10-28,1luozv56:Gary Moore (Himself);y3wcwk7v:Jackie Clune (Herself);0tldhorj:Tony Blackburn (Himself);gvz8cd72:Chris Baker (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
11x07,2002-11-04,083fj9jq:Neil Innes (Himself);v695gjsm:Dave Fulton (Himself);pm9xgk1o:Emma Boughton (Herself);whz6z6xv:Sebastian Bach (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
11x08,2002-11-11,h05d7vbw:Mike Wilmot (Himself);pizp4tjl:Nicholas Parsons (Himself);dciufxtp:Nick Carter (Himself);u1jqycp7:Jean-Jacques Burnel (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
11x09,2002-12-29,28i8y481:Peter Stringfellow (Himself);pvvlfh4u:Kelly Llorenna (Herself);tem9epdc:Geoffrey Hayes (Himself);ms58xczj:Coolio (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
12x01,2003-01-06,f0g6e0j2:Charlie Simpson (Himself);xdvzwi1c:Suzi Perry (Herself);p9cndubc:John Otway (Himself);40v18nlb:Richard Fairbrass (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
12x02,2003-01-13,7pd88ut6:Rick Wakeman (Himself);x2bpkr7x:Mike Read (Himself);az3y8qei:Dan Hipgrave (Himself);kj5m18ix:Jessica Garlick (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
12x03,2003-01-20,ugexc8pw:June Sarpong (Herself);xtds3625:Tom McRae (Himself);yqyvv1o7:Gordon Haskell (Himself);u6u5l9f2:Mikey Craig (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
12x04,2003-01-27,qsmdzufp:Kathryn Williams (Herself);0a3pwhpl:Carl Smyth (Himself);m2k80giu:Scott Mills (Himself);0ov42z95:Gary Beadle (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
12x05,2003-02-03,acajgupg:Claudia Winkleman (Herself);81hmznev:Lisa Stansfield (Herself);q2l8ck4k:Roisin Murphy (Herself);tiewbgqw:Jimmy Carr (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
12x06,2003-02-10,3fycwqsp:Sarah Whatmore (Herself);bixni1ft:Dennis Locorriere (Himself);h4864tm8:Christian Datsun (Himself);1vem5ucx:Fearne Cotton (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
12x07,2003-02-17,ry40inln:Christian O'Connell (Himself);mpa2f697:Guy McKnight (Himself);o7fyqsem:Rich Hall (Himself);sj6zydsz:Nick Bracegirdle (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
12x08,2003-02-24,lutxq674:Jaret Reddick (Himself);nf812lji:Adam Hills (Himself);hvn5529g:Matt Hales (Himself);7q19leu7:Sam Brown (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
12x09,2003-03-03,8tv1a1xm:Sean Rowley (Himself);vch6uito:Siobhan Fahey (Herself);t4r1ivmw:Barry Cryer (Himself);elcfbqfk:Hugh Cornwell (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
12x10,2003-03-10,qtnu4i0i:DJ Sammy (Himself);xmnbi3sd:Tom Rhodes (Himself);hp6t7uht:Su-Elise Nash (Herself);08xdps02:Liz Bonnin (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
12x11,2003-03-17,xgv3mkz5:Pete Tong (Himself);bacimqs0:Russell Mael (Himself);548t8ii3:Ron Mael (Himself);vag73ro9:Dave Johns (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
13x01,2003-09-08,73f9yak7:Dick Valentine (Himself);zrst94ti:Alexei Sayle (Himself);8cde90br:Louise Redknapp (Herself);feclvbwc:Huey Morgan (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
13x02,2003-09-15,5sexl1cn:Har Mar Superstar (Himself);8j9j448d:Mark Richardson (Himself);1ikeux91:Liz McClarnon (Herself);pfiw3lg5:Raul Malo (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
13x03,2003-09-22,1oc1zzjd:Martina Topley-Bird (Herself);kklcl2z8:Megaman (Himself);lju5ocuz:Howard Jones (Himself);y3wcwk7v:Jackie Clune (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
13x04,2003-09-29,7i5jc3pf:Gavin Webster (Himself);oi7xrncd:Joel Pott (Himself);uzk8veiu:Jane McDonald (Herself);z6v8rr5y:Josie D'Arby (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
13x05,2003-10-06,h05d7vbw:Mike Wilmot (Himself);7erg6hck:Wayne Sleep (Himself);5irmuj85:Sian Evans (Herself);twa3k3tr:Clint Boon (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
13x06,2003-10-13,ddjel2cn:Sinitta Renet Malone (Herself);bchqpuf7:Myleene Klass (Herself);yaidfpkr:Vic Henley (Himself);u4g7o88k:Andy Bell (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
13x07,2003-10-20,76pb75u2:Jayne Middlemiss (Herself);nf812lji:Adam Hills (Himself);hvn5529g:Matt Hales (Himself);1w5g58xj:Guy Garvey (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
13x08,2003-10-27,ttvlpp98:Gary Wilmot (Himself);8u24679o:Romeo (Himself);e55s64zb:Kym Marsh (Herself);mktoe8bw:Simon Amstell (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
13x09,2003-12-28,4d5ayc3b:Sabrina Washington (Herself);qtnu4i0i:DJ Sammy (Himself);6ofgtlik:Gloria Hunniford (Herself);x7u7mle6:Alison Goldfrapp (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
14x01,2004-01-05,hxptnzdy:Kwame Kwei-Armah (Himself);dz2n2uv7:Terry Hall (Himself);v695gjsm:Dave Fulton (Himself);p82xjrzq:Brandon Block (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
14x02,2004-01-12,l3xqjxtv:Jane Moore (Herself);3khv17zk:Katie Melua (Herself);hwnt222z:Tony Hadley (Himself);07qq6bbv:Alice Cooper (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
14x03,2004-01-19,5t32fb80:Lisa Maffia (Herself);v5zx0p2z:Mike Lewis (Himself);vag73ro9:Dave Johns (Himself);wplv8p7z:David Grant (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
14x04,2004-01-26,x7w070j4:Tony Wilson (Himself);cz4dcgtj:Alistair Griffin (Himself);3hgy6zho:Carol Decker (Herself);tiewbgqw:Jimmy Carr (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
14x05,2004-02-02,6hnm60qe:Tommy Scott (Himself);dxjcylk2:Gareth Jones (Himself);imwan95v:Mikey Green (Himself);1k8hj96i:Lionel Blair (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
14x06,2004-02-09,pdpda6nd:James Redmond (Himself);c3479dx8:Crispian Mills (Himself);za9hfgun:Jill Jackson (Herself);wvlp1qff:Sheila Ferguson (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
14x07,2004-02-16,4j53x25a:Fatman Scoop (Himself);x9y0q5f5:Dara O'Briain (Himself);0vnis2zb:Gary Jules (Himself);r39dhoaz:Wes Butters (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
14x08,2004-02-23,hlx5cmmg:Ryan Richards (Himself);6uqwlgfv:Bernie Nolan (Herself);p4xiya08:Stuart Maconie (Himself);9v9j03ct:Fish (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
14x09,2004-03-01,rrd1l9rs:Martha Reeves (Herself);evg4emv4:Raghav (Himself);981czeqz:Adam Duritz (Himself);ax0t3axm:Lynsey Brown (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
14x10,2004-03-08,enetksrm:Amy Winehouse (Herself);jrqas7mh:Mike Peters (Himself);o7fyqsem:Rich Hall (Himself);1vem5ucx:Fearne Cotton (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
14x11,2004-03-15,n99w5ryl:Ashley Walters (Himself);u6zdy9fn:Kenny Lynch (Himself);ci32mb2h:Mark Joseph (Himself);i3bnzexh:Carrie Grant (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
15x01,2004-09-20,y6qxzgit:Shystie (Herself);0g00q1qh:Preston (Himself);3nk74d3a:Matt Goss (Himself);7ib8rk7e:Michael Brown (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
15x02,2004-09-27,5sexl1cn:Har Mar Superstar (Himself);fiw7zdev:Leigh Marklew (Himself);mkdftbx0:Eos Chater (Herself);rk3ruomx:Dave Bartram (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
15x03,2004-10-04,mbn8u12z:Louis Walsh (Himself);hc254qfs:Ben Ofoedu (Himself);uje8ap0h:Lara McAllen (Herself);ql0qatbt:Jason Donovan (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
15x04,2004-10-11,mrkxmhms:Toyah Willcox (Herself);ygty122t:Lisa Scott-Lee (Herself);k1x0m0c8:Larry Hibbitt (Himself);xx6lx86l:Nick Atkinson (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
15x05,2004-10-18,3hmjqsjz:Nicole Russo (Herself);7t9jzr8f:Joe Brown (Himself);thsdjx20:Buster Bloodvessel (Himself);zkg64u53:Shola Ama (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
15x06,2004-10-25,3khv17zk:Katie Melua (Herself);uzk8veiu:Jane McDonald (Herself);27vg14xy:Aaron Gilbert (Himself);jqsxalo1:Michelle Gayle (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
15x07,2004-12-20,adm8wnac:David Oliver (Himself);qa3ey1m6:Noddy Holder (Himself);vch6uito:Siobhan Fahey (Herself);y3wcwk7v:Jackie Clune (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
16x01,2005-01-02,9mr5zyt8:Beverley Turner (Herself);eit9zdf0:Suzi Quatro (Herself);1pd28tsj:Hannah-joy Lewis (Herself);vag73ro9:Dave Johns (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
16x02,2005-01-09,9ha2u1e5:Roni Size (Himself);h5k3oqwj:Dominic Masters (Himself);xgn13icc:Ewen MacIntosh (Himself);3s9lq8zb:Keedie Babb (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
16x03,2005-01-16,9fu6jq5f:Richard Park (Himself);8dagjg7p:Mylo (Himself);6do83a6z:Therese Grankvist (Herself);tp9yddfi:Martin Fry (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
16x04,2005-01-23,xgv3mkz5:Pete Tong (Himself);giumblb1:Chris Park (Himself);tz7to4m0:Stephen Frost (Himself);1vem5ucx:Fearne Cotton (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
16x05,2005-01-30,gvuykykp:Greg Oliver (Himself);glsoi8pm:Mickey Hutton (Himself);0gpietsz:Isaac Hanson (Himself);l2nlnoss:Dave Berry (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
16x06,2005-02-06,evg4emv4:Raghav (Himself);kj1nkih0:Paul Heaton (Himself);wt07352l:Gary Brooker (Himself);al3xusyn:Nihal Arthanyake (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
16x07,2005-02-13,12ao3g9k:Ricky Wilson (Himself);m3xof7ar:Keisha White (Herself);ukq8cpit:Jim Jefferies (Himself);oxn51iat:Ortis Deley (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
16x08,2005-02-27,iut555oz:Tyson Kennedy (Himself);eldevkqe:Kate Garraway (Herself);4we81oz1:Tony Christie (Himself);0rpzyncz:Mark 'Bez' Berry (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
16x09,2005-03-06,lnjuiazp:D.J. Spoony (Himself);pgoexum5:Lucy Porter (Herself);61tyx48e:Chinyere McKenzie (Herself);y5ncpk0w:Kenzie (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
16x10,2005-03-13,pj3af5yq:Emma Willis (Herself);1u0pfi5k:Terri Walker (Herself);7pvjzcv5:Magne Furuholmen (Himself);40v18nlb:Richard Fairbrass (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
16x11,2005-03-20,mhn6jovu:Bradley Walsh (Himself);c4el3lgb:Estelle (Herself);z9jn3cfe:Melanie Blatt (Herself);mktoe8bw:Simon Amstell (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
17x01,2005-10-31,vssxz2dy:Holly Willoughby (Herself);3khv17zk:Katie Melua (Herself);6288p6bm:Darren Hayes (Himself);v695gjsm:Dave Fulton (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
17x02,2005-11-07,dkqe1c5p:Blak Twang (Himself);ohxfimwp:Rowetta Satchell (Herself);9pdijsvk:Tony Livesey (Himself);5eveb8p1:Jo Caulfield (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
17x03,2005-11-14,a42e4i3u:Daniel Powter (Himself);pgoexum5:Lucy Porter (Herself);l833pjr0:Chas Hodges (Himself);s2df549a:Yvette Fielding (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
17x04,2005-11-21,bchqpuf7:Myleene Klass (Herself);o7fyqsem:Rich Hall (Himself);5yw2fkp1:Brinsley Forde (Himself);l2nlnoss:Dave Berry (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
17x05,2005-11-28,acajgupg:Claudia Winkleman (Herself - Host);9fu6jq5f:Richard Park (Himself);d1al4xs6:Katrina Leskanich (Herself);xlvtqb2j:Rich Archer (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
17x06,2005-12-05,qsmdzufp:Kathryn Williams (Herself);nf812lji:Adam Hills (Himself);0tldhorj:Tony Blackburn (Himself);al3xusyn:Nihal Arthanyake (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
17x07,2005-12-12,8s9rvc05:Steve Mason (Himself);3qujj8so:Nate James (Himself);08xdps02:Liz Bonnin (Herself);1k8hj96i:Lionel Blair (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
17x08,2005-12-20,zzmskb68:Aled Jones (Himself);wplv8p7z:David Grant (Himself);eldevkqe:Kate Garraway (Herself);4we81oz1:Tony Christie (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
17x09,2005-12-31,mrkxmhms:Toyah Willcox (Herself);x57e65ii:Annie MacManus (Herself);ea7kakgp:Alun Cochrane (Himself);ccamuv4r:Ben Adams (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);pioyrpar:Mark Lamarr (Himself - Host);,
18x01,2006-03-13,ksf23dl3:Fiona Phillips (Herself);mmomy6t2:Teddy Mitchell (Himself);vlfyldjs:Tom Fletcher (Himself);gc44eurf:Alan Carr (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);cgg5lqmj:Jonathan Ross (Himself - Host);,
18x02,2006-03-20,g42bnat8:Nick Knowles (Himself);y5ncpk0w:Kenzie (Himself);tq4rhgl6:Russell Howard (Himself);27vg14xy:Aaron Gilbert (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);mktoe8bw:Simon Amstell (Himself - Host);,
18x03,2006-03-27,0rpzyncz:Mark 'Bez' Berry (Himself);qsu7x0im:Colin Murray (Himself);iao0ly9w:Ryan Jarman (Himself);xvxlztf6:Jeff Green (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);12ao3g9k:Ricky Wilson (Himself - Host);,
18x04,2006-04-03,adwy1gkx:Lauren Laverne (Herself - Host);sx5n2tkh:Phill Jupitus (Himself - Team Captain);l2c0axys:Bill Bailey (Himself - Team Captain);k4ezfmye:Neil Claxton (Himself);w4g8xnp5:Rhod Gilbert (Himself);7vx3qihg:Linda Robson (Herself);f0g6e0j2:Charlie Simpson (Himself);,
18x05,2006-04-10,7pd88ut6:Rick Wakeman (Himself);ukq8cpit:Jim Jefferies (Himself);ejvlgb2l:Trisha Goddard (Herself);u6b6mny5:Antony Costa (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);uqomb8vb:Jeremy Clarkson (Himself - Host);,
18x06,2006-04-17,mn0z3xjq:Andy Rourke (Himself);uk8mmmbl:Reginald D. Hunter (Himself);wvlp1qff:Sheila Ferguson (Herself);pyed9i0p:Natalie Cassidy (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);feclvbwc:Huey Morgan (Himself - Host);,
18x07,2006-04-24,eit9zdf0:Suzi Quatro (Herself);f9aqgxfg:Sally Lindsay (Herself);kkagp8c2:Ben Fogle (Himself);e72lz7mt:Andy Fairweather-Low (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);op2wg6b0:Dale Winton (Himself - Host);,
19x01,2006-10-26,kbmpal9o:Anthea Turner (Herself);r8ngwbkr:Ricky Ross (Himself);71hnfpck:Phil Nichol (Himself);b42haw07:Alesha Dixon (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);mktoe8bw:Simon Amstell (Himself - Host);,
19x02,2006-11-02,04gvw4o4:Paul Young (Himself);rs4jtmvg:Matt Willis (Himself);7fmia88d:Will Smith (Himself);wuzxhhqe:Vanessa Feltz (Herself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);mktoe8bw:Simon Amstell (Himself - Host);,
19x03,2006-11-09,ukl6euhw:Jason Pebworth (Himself);l57v7nvn:Bill Oddie (Himself);pizqb1t3:Tony Mortimer (Himself);0724mpe9:Stewart Lee (Himself);l2c0axys:Bill Bailey (Himself - Team Captain);sx5n2tkh:Phill Jupitus (Himself - Team Captain);mktoe8bw:Simon Amstell (Himself - Host);,
