Episode,Date,Guests (Himself/Herself - Role)
11x01,2014-02-20,Rob Beckett (Himself);Anthony McPartlin (Himself);Declan Donnelly (Himself);Fearne Cotton (Herself - Team Captain);Holly Willoughby (Herself - Team Captain);Keith Lemon (Himself - Host);Ashley Roberts (Herself)
11x02,2014-03-13,Lee Ryan (Himself);Kian Egan (Himself);Pixie Lott (Herself);Keith Lemon (Himself - Host);Holly Willoughby (Herself - Team Captain);Fearne Cotton (Herself - Team Captain);Jason Gardiner (Himself)
11x03,2014-03-20,Keith Lemon (Himself - Host);Mark Wright (Himself);Martine McCutcheon (Herself);Ronan Keating (Himself);Paloma Faith (Herself);Fearne Cotton (Herself - Team Captain);Holly Willoughby (Herself - Team Captain)
11x04,2014-03-27,Adam Rickitt (Himself);Dane Bowers (Himself);Kavana  (Himself);Kenzie  (Himself);Ben Adams (Himself);Michelle Barber (Herself);Jodi Albert (Herself);Keith Lemon (Himself - Host);Holly Willoughby (Herself - Team Captain);Fearne Cotton (Herself - Team Captain);Jade Jones (Himself);Andrez Harriott (Himself);Easther Bennett (Herself);Vernie Bennett (Herself);Linzi Martin (Herself);Anika Bostelaar (Herself)
11x05,2014-04-03,Joe Swash (Himself);Tom Daley (Himself);Alex Brooker (Himself);Sam Bailey (Herself);Fearne Cotton (Herself - Team Captain);Holly Willoughby (Herself - Team Captain);Keith Lemon (Himself - Host)
11x06,2014-04-10,Keith Duffy (Himself);John Newman (Himself);Matthew Wolfenden (Himself);Ollie Locke (Himself);Fearne Cotton (Herself - Team Captain);Holly Willoughby (Herself - Team Captain);Keith Lemon (Himself - Host)
11x07,2014-04-17,Chris Ramsey (Himself);Lethal Bizzle (Himself);Keith Lemon (Himself - Host);Holly Willoughby (Herself - Team Captain);Fearne Cotton (Herself - Team Captain);Jamie Laing (Himself);Laura Whitmore (Herself)
11x08,2014-04-24,Paddy McGuinness (Himself);Matthew Wright (Himself);Jameela Jamil (Herself);Antony Cotton (Himself);Fearne Cotton (Herself - Team Captain);Holly Willoughby (Herself - Team Captain);Keith Lemon (Himself - Host)
11x09,2014-05-01,Fearne Cotton (Herself - Team Captain);Gino D'Acampo (Himself);Keith Lemon (Himself - Host);Katy B (Herself);Holly Willoughby (Herself - Team Captain);Rylan Clark (Himself);Caroline Flack (Herself)
11x10,2014-05-08,Keith Lemon (Himself - Host);Chris Ramsey (Himself);Ricky Wilson (Himself);Fazer  (Himself);Charlotte Crosby (Herself);Fearne Cotton (Herself - Team Captain);Holly Willoughby (Herself - Team Captain)
11x11,2014-05-15,Davina McCall (Herself);Natalie Cassidy (Herself);Michelle Keegan (Herself);Joey Essex (Himself);Fearne Cotton (Herself - Team Captain);Holly Willoughby (Herself - Team Captain);Keith Lemon (Himself - Host)
12x01,2014-09-11,Alex Brooker (Himself);Fearne Cotton (Herself - Team Captain);Holly Willoughby (Herself - Team Captain);Jack P. Shepherd (Himself);James Argent (Himself);Tess Daly (Herself);Keith Lemon (Himself - Host)
12x02,2014-09-18,Chris Ramsey (Himself);James Jordan (Himself);Gabby Logan (Herself);Katie Hopkins (Herself);Fearne Cotton (Herself - Team Captain);Gino D'Acampo (Himself - Team Captain);Keith Lemon (Himself - Host)
12x03,2014-09-25,Eamonn Holmes (Himself);Alex James (Himself);Dynamo  (Himself);Lauren Goodger (Herself);Fearne Cotton (Herself - Team Captain);Gino D'Acampo (Himself - Team Captain);Keith Lemon (Himself - Host)
12x04,2014-10-02,Johnny Vegas (Himself);Alison Hammond (Herself);David Dickinson (Himself);Chloe Sims (Herself);Fearne Cotton (Herself - Team Captain);Gino D'Acampo (Himself - Team Captain);Keith Lemon (Himself - Host)
12x05,2014-10-09,Sarah-Jane Crawford (Herself);Tulisa Contostavlos (Herself);Keith Lemon (Himself - Host);Gino D'Acampo (Himself - Team Captain);Emma Bunton (Herself);Melanie Brown (Herself);Louis Walsh (Himself - Team Captain)
12x06,2014-10-16,Samia Ghadie (Herself);Les Dennis (Himself);Melanie Sykes (Herself);Joe Swash (Himself);Fearne Cotton (Herself - Team Captain);Gino D'Acampo (Himself - Team Captain);Keith Lemon (Himself - Host)
12x07,2014-10-23,Gino D'Acampo (Himself - Team Captain);Craig Revel Horwood (Himself);Hairy Bikers (Himself);Chloe-Jasmine Winchello (Herself);Charlotte Crosby (Herself);Fearne Cotton (Herself - Team Captain);Keith Lemon (Himself - Host)
12x08,2014-10-30,Keith Lemon (Himself - Host);Chris Ramsey (Himself);Gino D'Acampo (Himself - Team Captain);Fearne Cotton (Herself - Team Captain);Richard Hammond (Himself);Jessie J (Herself);Jimmy Carr (Himself)
12x09,2014-11-06,Keith Lemon (Himself - Host);Dougie Poynter (Himself);Harry Judd (Himself);Matt Willis (Himself);Gino D'Acampo (Himself - Team Captain);Fearne Cotton (Herself - Team Captain);James Bourne (Himself);Danny Jones (Himself);Tom Fletcher (Himself)
12x10,2014-11-13,Peter Andre (Himself);Olly Murs (Himself);Phillip Schofield (Himself);Ruth Langsford (Herself);Gino D'Acampo (Himself - Team Captain);Keith Lemon (Himself - Host);Fearne Cotton (Herself - Team Captain)
12x11,2014-12-11,Joey Essex (Himself);Paddy McGuinness (Himself);Professor Green (Himself);Susanna Reid (Herself);Fearne Cotton (Herself - Team Captain);Gino D'Acampo (Himself - Team Captain);Keith Lemon (Himself - Host)
13x01,2015-03-19,Jimmy Carr (Himself);Joey Essex (Himself);Caroline Flack (Herself);Gino D'Acampo (Himself);Holly Willoughby (Herself - Team Captain);Fearne Cotton (Herself - Team Captain);Keith Lemon (Himself - Host)
13x02,2015-03-26,Johnny Vegas (Himself);Gino D'Acampo (Himself);Dappy  (Himself);Keith Lemon (Himself - Host);Fearne Cotton (Herself - Team Captain);Holly Willoughby (Herself - Team Captain);Ashley Roberts (Herself)
13x03,2015-04-02,Rylan Clark (Himself);June Sarpong (Herself);Kevin McHale (Himself);Gino D'Acampo (Himself);Holly Willoughby (Herself - Team Captain);Fearne Cotton (Herself - Team Captain);Keith Lemon (Himself - Host);Will Mellor (Himself)
13x04,2015-04-09,Keith Lemon (Himself - Host);Fearne Cotton (Herself - Team Captain);Gino D'Acampo (Himself - Team Captain);Dave Berry (Himself);Lisa Snowdon (Herself)
