Episode,Date,Guests (Himself/Herself - Role),References
14x04,1997-11-14,5b7d718r:Angus Deayton (Himself - Host);0i00czvq:Graeme Garden (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);f00lobif:Kirsty Young (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
14x05,1997-11-21,5b7d718r:Angus Deayton (Himself - Host);2vjtyc9y:Arabella Weir (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);9pdijsvk:Tony Livesey (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
14x06,1997-11-28,5b7d718r:Angus Deayton (Himself - Host);rji3yu5x:Hattie Hayridge (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);o26isgvb:Warren Mitchell (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
14x07,1997-12-05,5b7d718r:Angus Deayton (Himself - Host);xvxlztf6:Jeff Green (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);fbxgl1ec:Brian Sewell (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
14x08,1997-12-12,5b7d718r:Angus Deayton (Himself - Host);hk2rczao:Alan Davies (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);1qottrm5:Matthew Parris (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
15x01,1998-04-17,5b7d718r:Angus Deayton (Himself - Host);u9jjmpti:Patrick Kielty (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);ot97xcux:Stephen Bayley (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
15x02,1998-04-24,5b7d718r:Angus Deayton (Himself - Host);h6wdx3nf:Janet Street-Porter (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);uheebfyu:Boris Johnson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
15x03,1998-05-01,5b7d718r:Angus Deayton (Himself - Host);j0l9nspu:Will Self (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);w1f77h6u:John Humphrys (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
15x04,1998-05-08,5b7d718r:Angus Deayton (Himself - Host);vrx437un:Dr Phil Hammond (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);vde7eb2x:Patrick Moore (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
15x05,1998-05-15,5b7d718r:Angus Deayton (Himself - Host);22aua9gx:Jonathan King (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);o4ohfiqq:John Sergeant (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
15x06,1998-05-22,5b7d718r:Angus Deayton (Himself - Host);bk2xi19y:Germaine Greer (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);odl1zgov:Chris Donald (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
15x07,1998-05-29,5b7d718r:Angus Deayton (Himself - Host);xuggcl7n:Antony Worrall Thompson (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);dqkvoucv:Oona King (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
15x08,1998-06-05,5b7d718r:Angus Deayton (Himself - Host);8b83ajav:Danny Baker (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);8iku6khj:Richard Wilson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
16x01,1998-10-23,5b7d718r:Angus Deayton (Himself - Host);ifo0jg9q:John Simpson (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);38jm3gkl:Magnus Magnusson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
16x02,1998-10-30,5b7d718r:Angus Deayton (Himself - Host);se5h3ktr:Ian McCaskill (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);011wp6lg:Michael Mansfield (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
16x03,1998-11-06,5b7d718r:Angus Deayton (Himself - Host);7iwi8juo:Jackie Mason (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);o5a8ujne:Michael Crick (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
16x04,1998-11-13,5b7d718r:Angus Deayton (Himself - Host);cio8w10g:Alan Titchmarsh (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);ot97xcux:Stephen Bayley (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
16x05,1998-11-20,5b7d718r:Angus Deayton (Himself - Host);um7e5i1i:Loyd Grossman (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);tjvc7r70:Bob Marshall-Andrews (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
16x06,1998-11-27,5b7d718r:Angus Deayton (Himself - Host);rq34yrxp:Linda Smith (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);o5hhhsyo:Gavin Esler (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
16x07,1998-12-04,5b7d718r:Angus Deayton (Himself - Host);8zqe3f8c:Charles Kennedy (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);43n5nhdl:George Melly (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
16x08,1998-12-11,5b7d718r:Angus Deayton (Himself - Host);mv7hs8xc:Tom Baker (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);c918shr7:Muriel Gray (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
17x02,1999-04-16,5b7d718r:Angus Deayton (Himself - Host);lle1yabg:Richard Whiteley (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);ci9wcc5m:David Aaronovitch (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
17x03,1999-04-23,5b7d718r:Angus Deayton (Himself - Host);s634ywly:Paul Daniels (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);i7snwquy:Charlie Whelan (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
17x04,1999-04-30,5b7d718r:Angus Deayton (Himself - Host);p5yu6gxl:Trevor Phillips (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);l2c0axys:Bill Bailey (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
17x05,1999-05-07,5b7d718r:Angus Deayton (Himself - Host);c9a7oyrc:Peter Hitchens (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);cy2gs1rp:Clarissa Dickson Wright (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
17x06,1999-05-14,5b7d718r:Angus Deayton (Himself - Host);fc3xrxvy:Stephen Fry (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);w5219u35:Richard Littlejohn (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
17x07,1999-05-21,5b7d718r:Angus Deayton (Himself - Host);smrcieap:Meera Syal (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);fbxgl1ec:Brian Sewell (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
17x08,1999-05-28,5b7d718r:Angus Deayton (Himself - Host);tpdbhcq3:Jimmy Savile (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);x0rfoz5i:Diane Abbott (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
17x09,1999-06-04,5b7d718r:Angus Deayton (Himself - Host);mavv4num:Pauline McLynn (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);0veytced:Edward Stourton (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
18x01,1999-10-22,5b7d718r:Angus Deayton (Himself - Host);92eoqkw9:Martin Clunes (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);n80zlxdw:Lembit Öpik (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
18x02,1999-10-29,5b7d718r:Angus Deayton (Himself - Host);cwpz71ji:Gordon Ramsay (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);k0jzn1xr:Francis Wheen (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
18x03,1999-11-05,5b7d718r:Angus Deayton (Himself - Host);srnjzwhz:Glenda Jackson (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);r4aqoqom:The Earl of Onslow (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
18x04,1999-11-12,5b7d718r:Angus Deayton (Himself - Host);o4ohfiqq:John Sergeant (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);nftn18wm:Mark Seddon (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
18x05,1999-11-19,5b7d718r:Angus Deayton (Himself - Host);e7o1gtcv:Gyles Brandreth (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);pvacqu0m:Michael Cole (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
18x06,1999-11-26,5b7d718r:Angus Deayton (Himself - Host);z4vzz0nd:Anna Ford (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);eu75a1wo:Alex Salmond (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
18x07,1999-12-03,5b7d718r:Angus Deayton (Himself - Host);uheebfyu:Boris Johnson (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);h6wdx3nf:Janet Street-Porter (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
18x08,1999-12-10,5b7d718r:Angus Deayton (Himself - Host);0nr501qq:Bill Deedes (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);j0l9nspu:Will Self (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
19x01,2000-04-14,5b7d718r:Angus Deayton (Himself - Host);fc3xrxvy:Stephen Fry (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);9sat8y7r:David Shayler (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
19x02,2000-04-21,5b7d718r:Angus Deayton (Himself - Host);c0evx1jf:Dominic Holland (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);l2vtpbmd:David Steel (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
19x03,2000-04-28,5b7d718r:Angus Deayton (Himself - Host);7ib8rk7e:Michael Brown (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);o3fe5vva:Max Clifford (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
19x04,2000-05-05,5b7d718r:Angus Deayton (Himself - Host);8ilhlljv:Angela Rippon (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);mqfhgmk4:Peter Kilfoyle (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
19x05,2000-05-12,5b7d718r:Angus Deayton (Himself - Host);jfdb7gqq:Sheila Hancock (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);goxummfa:Robert Reed (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
19x06,2000-05-19,5b7d718r:Angus Deayton (Himself - Host);i4apt8jq:Clive Anderson (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);xyq08s93:Liza Tarbuck (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
19x07,2000-05-26,5b7d718r:Angus Deayton (Himself - Host);sddqrspm:Jon Snow (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);vrx437un:Dr Phil Hammond (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
19x08,2000-06-02,5b7d718r:Angus Deayton (Himself - Host);8iku6khj:Richard Wilson (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);qr65cwle:Michael Brunson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
20x01,2000-10-20,5b7d718r:Angus Deayton (Himself - Host);89yyavw2:Richard Blackwood (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);ifo0jg9q:John Simpson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
20x02,2000-10-27,5b7d718r:Angus Deayton (Himself - Host);s3znq6je:Lauren Booth (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);6b4aofxq:Andrew Rawnsley (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
20x03,2000-11-03,5b7d718r:Angus Deayton (Himself - Host);bk2xi19y:Germaine Greer (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);8zqe3f8c:Charles Kennedy (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
20x04,2000-11-10,5b7d718r:Angus Deayton (Himself - Host);o7fyqsem:Rich Hall (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);7c7izfig:Siôn Simon (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
20x05,2000-11-18,5b7d718r:Angus Deayton (Himself - Host);rq34yrxp:Linda Smith (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);3cmiu17l:Jeremy Bowen (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
20x06,2000-11-24,5b7d718r:Angus Deayton (Himself - Host);n80zlxdw:Lembit Öpik (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);e6wb7i8j:Lorraine Kelly (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
20x07,2000-12-01,5b7d718r:Angus Deayton (Himself - Host);l9dxrh30:Sanjeev Bhaskar (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);x4ff2f0v:Matthew Collings (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
20x08,2000-12-08,5b7d718r:Angus Deayton (Himself - Host);28i8y481:Peter Stringfellow (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);puzrhepi:Nigella Lawson (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
21x02,2001-04-20,5b7d718r:Angus Deayton (Himself - Host);w1f77h6u:John Humphrys (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);ssuunbgm:Tracey Emin (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
21x03,2001-04-27,5b7d718r:Angus Deayton (Himself - Host);l2c0axys:Bill Bailey (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);ksvaryj6:Dermot Murnaghan (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
21x04,2001-05-04,5b7d718r:Angus Deayton (Himself - Host);yipahedd:Sean Lock (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);l3xqjxtv:Jane Moore (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
21x05,2001-05-11,5b7d718r:Angus Deayton (Himself - Host);uuvdl6kj:Dom Joly (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);ci9wcc5m:David Aaronovitch (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
21x06,2001-05-18,5b7d718r:Angus Deayton (Himself - Host);lloo47nx:Keith Chegwin (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);9xbydx8d:Michael Grade (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
21x07,2001-05-25,5b7d718r:Angus Deayton (Himself - Host);h6wdx3nf:Janet Street-Porter (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);69r2c1ck:Ray Johnson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
21x08,2001-06-01,5b7d718r:Angus Deayton (Himself - Host);j0l9nspu:Will Self (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);di5u8uzq:Derek Draper (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
22x01,2001-10-19,5b7d718r:Angus Deayton (Himself - Host);o7fyqsem:Rich Hall (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);o5a8ujne:Michael Crick (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
22x02,2001-10-26,5b7d718r:Angus Deayton (Himself - Host);m3te6j23:Andrew MacKinlay (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);0pieout7:Jennie Bond (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
22x03,2001-11-02,5b7d718r:Angus Deayton (Himself - Host);5glerez5:Shazia Mirza (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);uheebfyu:Boris Johnson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
22x04,2001-11-09,5b7d718r:Angus Deayton (Himself - Host);e92t4t3i:Rosie Boycott (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);twwcraft:Richard Bacon (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
22x05,2001-11-23,5b7d718r:Angus Deayton (Himself - Host);t7su0owb:Adam Boulton (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);e4m0zvx3:Carol Thatcher (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
22x06,2001-11-30,5b7d718r:Angus Deayton (Himself - Host);q6xkq8v3:Omid Djalili (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);dzs8dz72:Clement Freud (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
22x07,2001-12-07,5b7d718r:Angus Deayton (Himself - Host);vvpc2276:Sara Cox (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);1f8l0y46:Andrew Marr (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
22x08,2001-12-14,5b7d718r:Angus Deayton (Himself - Host);k0jzn1xr:Francis Wheen (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);7zs5nz3g:James Naughtie (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
23x01,2002-04-19,5b7d718r:Angus Deayton (Himself - Host);sx5n2tkh:Phill Jupitus (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);epq0mq87:Evan Davis (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
23x02,2002-04-26,5b7d718r:Angus Deayton (Himself - Host);t1g5imsm:Ben Miller (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);8kuu6hzh:Charlotte Church (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
23x03,2002-05-03,5b7d718r:Angus Deayton (Himself - Host);4erpgze9:Penny Smith (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);0i00czvq:Graeme Garden (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
23x04,2002-05-10,5b7d718r:Angus Deayton (Himself - Host);6rlecg39:Matthew Wright (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);9e3q4p9k:Mark Steel (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
23x05,2002-05-17,5b7d718r:Angus Deayton (Himself - Host);0nr501qq:Bill Deedes (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);80ivqz56:Neil Fox (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
23x06,2002-05-24,5b7d718r:Angus Deayton (Himself - Host);2ufl1i4u:Dave Gorman (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);hh3bsso3:Ken Livingstone (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
23x07,2002-05-31,5b7d718r:Angus Deayton (Himself - Host);rq34yrxp:Linda Smith (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);q868f0if:David Dickinson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
23x08,2002-06-07,5b7d718r:Angus Deayton (Himself - Host);wtzft1x0:Ross Noble (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);flp39aum:Katie Derham (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
24x01,2002-10-18,5b7d718r:Angus Deayton (Himself - Host);0zaqyptm:Christine Hamilton (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);2si5a6d3:Rod Liddle (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
24x02,2002-10-25,5b7d718r:Angus Deayton (Himself - Host);wtzft1x0:Ross Noble (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);jae5mrc5:Gerald Kaufman (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
24x03,2002-11-01,3dai14ts:Paul Merton (Himself - Guest Host);o7fyqsem:Rich Hall (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);wtzft1x0:Ross Noble (Himself);v7rqfjjw:Andrew Neil (Himself);,
24x04,2002-11-08,12j1gi9t:Anne Robinson (Herself - Guest Host);8k06jq62:John O'Farrell (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);ifo0jg9q:John Simpson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
24x05,2002-11-22,o4ohfiqq:John Sergeant (Himself - Guest Host);bk2xi19y:Germaine Greer (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);e6wb7i8j:Lorraine Kelly (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
24x06,2002-12-01,uheebfyu:Boris Johnson (Himself - Guest Host);6egq5ot8:Stephen K. Amos (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);i4apt8jq:Clive Anderson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
24x07,2002-12-06,xyq08s93:Liza Tarbuck (Herself - Guest Host);bbjlysaj:Fred MacAulay (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);h6wdx3nf:Janet Street-Porter (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
24x08,2002-12-13,8zqe3f8c:Charles Kennedy (Himself - Guest Host);o7pakxfl:Robert Winston (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);j0l9nspu:Will Self (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
24x09,2002-12-20,uqomb8vb:Jeremy Clarkson (Himself - Guest Host);9xbydx8d:Michael Grade (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);h4gg3w6e:Mo Mowlam (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
25x01,2003-04-25,92eoqkw9:Martin Clunes (Himself - Guest Host);br52jdqx:Ruby Wax (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);srnjzwhz:Glenda Jackson (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
25x02,2003-05-02,boien532:William Hague (Himself - Guest Host);rq34yrxp:Linda Smith (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);uqomb8vb:Jeremy Clarkson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
25x03,2003-05-09,8kuu6hzh:Charlotte Church (Herself - Guest Host);tiewbgqw:Jimmy Carr (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);0pieout7:Jennie Bond (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
25x04,2003-05-16,iysm1k9t:Alexander Armstrong (Himself - Guest Host);9e3q4p9k:Mark Steel (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);vrx437un:Dr Phil Hammond (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
25x05,2003-05-23,o4ohfiqq:John Sergeant (Himself - Guest Host);x9y0q5f5:Dara O'Briain (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);n80zlxdw:Lembit Öpik (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
25x06,2003-05-30,i5uubaby:Hugh Dennis (Himself - Guest Host);e7o1gtcv:Gyles Brandreth (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);9v5nc3nl:Martin Freeman (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
25x07,2003-06-06,l9dxrh30:Sanjeev Bhaskar (Himself - Guest Host);z4b6o3bs:Rebecca Front (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);y970m4cm:Nick Robinson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
25x08,2003-06-13,m5y1jvbd:Bruce Forsyth (Himself - Guest Host);funl9xzs:Marcus Brigstocke (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);kl88rrg2:Natasha Kaplinsky (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
26x01,2003-10-17,goz3ofbt:Jack Dee (Himself - Guest Host);dzs8dz72:Clement Freud (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);sas88cch:Clare Balding (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
26x02,2003-10-24,92eoqkw9:Martin Clunes (Himself - Guest Host);r4aqoqom:The Earl of Onslow (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);rq34yrxp:Linda Smith (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
26x03,2003-10-31,w1f77h6u:John Humphrys (Himself - Guest Host);yipahedd:Sean Lock (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);d1sonlc1:Kirstie Allsopp (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
26x04,2003-11-07,tiewbgqw:Jimmy Carr (Himself - Guest Host);wtzft1x0:Ross Noble (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);kyon4aes:Ian McKellen (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
26x05,2003-11-14,iysm1k9t:Alexander Armstrong (Himself - Guest Host);sx5n2tkh:Phill Jupitus (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);ulgkac33:Julia Hartley-Brewer (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
26x06,2003-11-28,f00lobif:Kirsty Young (Herself - Guest Host);j0l9nspu:Will Self (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);vh7k6yip:Jonathan Aitken (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
26x07,2003-12-05,x9y0q5f5:Dara O'Briain (Himself - Guest Host);8k06jq62:John O'Farrell (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);vl9196ev:George Galloway (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
26x08,2003-12-12,uheebfyu:Boris Johnson (Himself - Guest Host);7pd88ut6:Rick Wakeman (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);eldevkqe:Kate Garraway (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
26x09,2003-12-19,e7o1gtcv:Gyles Brandreth (Himself - Guest Host);y9qap6t1:Chris Addison (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);w0rwkp3a:Carol Smillie (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
27x01,2004-04-16,iysm1k9t:Alexander Armstrong (Himself - Guest Host);lc93xu1n:Les Dennis (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);bk2xi19y:Germaine Greer (Herself);3dai14ts:Paul Merton (Himself - Team Captain);,
27x02,2004-04-23,rgwo1xt3:Greg Dyke (Himself - Guest Host);lg4f4z19:Armando Iannucci (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);8b83ajav:Danny Baker (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
27x03,2004-04-30,26tvdby6:Des Lynam (Himself - Guest Host);funl9xzs:Marcus Brigstocke (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);q7mf6tx4:Robert Kilroy-Silk (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
27x04,2004-05-07,boien532:William Hague (Himself - Guest Host);acajgupg:Claudia Winkleman (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);f9z3h3py:Stanley Johnson (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
27x05,2004-05-14,x9y0q5f5:Dara O'Briain (Himself - Guest Host);6vpb1owi:Carol Vorderman (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);lwa0lphd:Michael Gambon (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
27x06,2004-05-21,iysm1k9t:Alexander Armstrong (Himself - Guest Host);6jht67f1:Griff Rhys Jones (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);y8jeuq2u:Hugh Fearnley-Whittingstall (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
27x07,2004-05-28,x9y0q5f5:Dara O'Briain (Himself - Guest Host);ulgkac33:Julia Hartley-Brewer (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);n7p4e03w:Clive James (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
27x08,2004-06-04,f00lobif:Kirsty Young (Herself - Guest Host);2ufl1i4u:Dave Gorman (Himself);tub6hiln:Ian Hislop (Himself - Team Captain);8zd41h9x:John Bird (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
28x01,2004-10-15,goz3ofbt:Jack Dee (Himself - Guest Host);ejvlgb2l:Trisha Goddard (Herself);tub6hiln:Ian Hislop (Himself - Team Captain);ey2890yu:Adam Hart-Davis (Himself);3dai14ts:Paul Merton (Himself - Team Captain);,
